question_id,reasoning_type,solver_answer,solver_value,solver_full_row,solver_row_position_ratio,solver_entity_physical_cell_count,solver_seen_before,solver_is_bold,expected_answer,expected_value,expected_full_row,expected_row_position_ratio,expected_entity_physical_cell_count,expected_is_bold,extreme_gap,extreme_gap_ratio,num_logical_rows
B-train-00970-q10,argmax,Đà Nẵng – Huế,283680.0,Đà Nẵng – Huế | 1.440 | 283.680 | Tăng chuyến | Cần rà soát | 4.980 | hồ sơ | 4.726,0.7647058823529411,5,True,False,TP.HCM – Cần Thơ,279930.0,"TP.HCM – Cần Thơ | 43 | 1.333 | 84,1% | 279.930 | Tăng chuyến | C | 1.671 | lượt | 7.538",0.8235294117647058,4,False,3750.0,0.013396206194405744,18
B-train-00972-q07,argmin,Hà Nội Đã đối chiếu,100.0,Hà Nội Đã đối chiếu | Lúa | 100 | 700 | Ổn định | tấn | 5.432 | 1.994 | 7.818 | Đã kiểm tra,0.0,1,False,False,Khánh Hòa,107.0,Khánh Hòa | Xoài | 107 | 963 | Tăng nhẹ | tấn | 4.360 | 9.638 | 7.355 | 8.078 | 27/12/2026,0.7692307692307693,2,False,7.0,0.06542056074766354,14
B-train-00973-q06,argmin,Hà Nội,1140.0,"22.790 | 11.647 | 51,1% | Thủ tục | 7.379 | Đã đối chiếu | 1.140 | kWh | 28/08/2026 | 9.057 | C | HS8623 | 19,1%",0.7333333333333333,1,True,False,Cầu Đông Thành,2344.0,"Cầu Đông Thành | 16.720 | 8.115 | 48,5% | Vật liệu | 154 | Điều chỉnh kỳ sau | 2.344 | hồ sơ | 04/04/2026 | 9.493 | C | HS2599 | 10,4%",1.0,2,False,1204.0,0.5136518771331058,16
B-train-00973-q10,argmax,Đồng Nai,8717.0,"6,52 | 18 | 20 | Chấp nhận | C | HS1862 | 8.717 | 8.208 | Chưa đủ chứng từ | tấn | 7.611",0.4,1,True,False,Sông Hồng,8684.0,"Sông Hồng | 7,46 | 64 | 25 | Cần theo dõi | B | HS5914 | 8.684 | 3.719 | Điều chỉnh kỳ sau | Đã kiểm tra",0.0,3,False,33.0,0.003800092123445417,11
B-train-00991-q09,argmin,Lâm Đồng,1366.0,"123 | 22 Đã đối chiếu | 6 | 42 phút | Điều chỉnh kỳ sau | 6.438 | tấn | 1.366 | HS1711 | 22,7% | 8.158 Đã đối chiếu | 407",0.9333333333333333,1,True,False,Nội tổng hợp,1635.0,"Nội tổng hợp | 483 | 92 | 5 | 14 phút | Đã đối chiếu | tấn | 1.635 | HS6154 | 12,7% | 5.421 | 3.215",0.0,3,False,269.0,0.16452599388379205,16
B-train-00995-q07,argmax,Lâm Đồng,9300.0,"3.020 | 9.300 | 7,3% | 26/02/2026 | 4.699 | 1,4% | Không phát sinh | 7.516 | HS0169",0.1111111111111111,1,True,False,Hải Phòng 02,8200.0,Hải Phòng 02 | 5.150 | 8.200 | 20/02/2026 | 8.490 | Không phát sinh | 4.986 | Mức A | ưu tiên,0.6666666666666666,1,False,1100.0,0.13414634146341464,10
B-train-01015-q07,argmin,Hà Nội – Hải Phòng,30888.0,"Hà Nội – Hải Phòng | 297 | 83,2% | 30.888 | Bình thường | 2.147 | HS2870",1.0,4,True,False,Nha Trang – Đà Lạt,43232.0,"Nha Trang – Đà Lạt | 8 | 224 | 92,0% | 43.232 | Tăng chuyến | 4.408 | HS9734",0.9166666666666666,3,False,12344.0,0.28552923760177645,13
B-train-01017-q05,argmin,Đà Nẵng,902.0,2350 | 2261 | 89 | 18.088 | 902 | 4.494 | HS2689,0.42857142857142855,1,True,False,Thai sản,2309.0,Thai sản | 1399 | 1336 | 62 | 6.680 | 2.309 | 7.887 | 2.748 | HS8494,0.21428571428571427,3,False,1407.0,0.6093546990038978,15
B-train-01019-q04,argmax,THPT Trần Phú,97.3,"THPT Trần Phú | 12C | 36 | 97,3% | 27/01/2026 | 10,5% | Không phát sinh | 4.539",0.4666666666666667,2,False,False,THPT Nguyễn Trãi,94.4,"THPT Nguyễn Trãi | 12A | 36 | 34 | 94,4% | 15/02/2026 | 27,6% | Điều chỉnh kỳ sau | 999",0.6666666666666666,4,False,2.8999999999999915,0.030720338983050755,16
B-train-01022-q10,argmax,Đà Nẵng 01,10290.0,"Đà Nẵng 01 | 10.290 | 130 | 12,4% | C | 2.537",0.6363636363636364,2,True,False,Hải Phòng 02,9960.0,"Hải Phòng 02 | 5.270 | 9.960 | 80 | 0,3% | B | 4.830",0.09090909090909091,3,False,330.0,0.03313253012048193,12
B-train-01035-q03,argmax,Ngoại,463.0,"Ngoại | 463 | 16 | 39 phút | 36,5% | tấn | 5.108 | HS8428",0.7,2,True,False,Miền Bắc,440.0,"Miền Bắc | 440 | 23 | 10 | 74 phút | 32,1% | lượt | 4.469 | HS7343",0.2,1,True,23.0,0.05227272727272727,11
B-train-01041-q04,argmin,Hải Phòng,246.0,291 | 246 | 27 | 738 | 4.912 | Đã đối chiếu | HS0301 | 5.067,0.11764705882352941,1,True,False,Thai sản,296.0,Thai sản | 311 | 296 | 14 | 592 | 9.203 | Không phát sinh | HS7818 | 2.635,0.17647058823529413,3,False,50.0,0.16891891891891891,18
B-train-01049-q01,argmin,Tai Mũi Họng Đã đối chiếu,8.9,"Tai Mũi Họng Đã đối chiếu | 379 | 45 | 11 | 75 phút | 4.382 | Đã đối chiếu | HS9106 | 8,9%",0.7142857142857143,1,False,False,Nội tổng hợp,13.7,"Nội tổng hợp | 115 | 15 | 9 | 66 phút | 7.571 | Chưa đủ chứng từ | HS4763 | 13,7%",0.0,2,False,4.799999999999999,0.3503649635036496,8
B-train-01050-q05,argmax,Hà Nội 01,8390.0,"Hà Nội 01 | 8.390 | 540 | -1,6% | 7.200 | 1.752 | HS9298 | C | 01/01/2026 | 7.305 | Đã đối chiếu",0.95,4,True,False,Hải Phòng 02,8270.0,"Hải Phòng 02 | 8.370 | 8.270 | 520 | 12,6% | 488 | 4.964 | HS1206 | 09/09/2026 | 1.355 | Không phát sinh",0.25,5,False,120.0,0.014510278113663845,21
B-train-01052-q08,argmin,Đồng bằng sông Cửu Long,78.8,"6433 | 78,8% | 41 | 360.248 | 23,0% | 9.359 | 9.267",0.45454545454545453,1,True,False,Kho Cần Thơ,80.4,"Kho Cần Thơ | 498 | 80,4% | 389 | 10.458 | 37,9% | 2.670 | 9.149 | 720 | lượt | 3.173",0.7272727272727273,2,False,1.6000000000000085,0.019900497512437915,12
B-train-01055-q04,argmin,Trạm Tây Đô,1.5,"Trạm Tây Đô | 5.918 Đã đối chiếu | 1,5% | 897 | 7 | 5.803 | Chưa đủ chứng từ",0.7272727272727273,2,True,False,Trạm 220kV Trung,2.3,"Trạm 220kV Trung | 8.646 | 2,3% | 250 | 6.771 | Chưa đủ chứng từ | HS9167 | 37,7%",0.09090909090909091,2,False,0.7999999999999998,0.3478260869565217,12
B-train-01057-q09,argmax,Đà Nẵng – Huế,1848.0,"Đà Nẵng – Huế | 1.848 | 83,2% | 321.552 | Điều chỉnh giờ | 3.591 | 4.420 | 6.715 | A | HS9734",1.0,4,True,False,Nha Trang – Đà Lạt,1200.0,"Nha Trang – Đà Lạt | 40 | 1.200 | 90,5% | 198.000 | Điều chỉnh giờ | 1.170 | 7.864 | 522 | C | HS2245",0.8823529411764706,4,False,648.0,0.54,18
B-train-01061-q01,argmin,Lâm Đồng,4.1,"Mức A | ưu tiên | 53 | 46 Đã đối chiếu | Vượt ngưỡng | 6.720 | Cần rà soát | kWh | Điều chỉnh kỳ sau | 4,1% | 6.342",0.5833333333333334,1,False,False,Hồ Xuân Hương,7.3,"Hồ Xuân Hương | 6,10 | 56 | 34 | Tốt | 8.852 | B | hồ sơ | Đã đối chiếu | 3.799 | 7,3% | 9.054",1.0,2,False,3.2,0.4383561643835617,13
B-train-01064-q09,argmin,Miền Bắc,525.0,"35 | 525 | 232 | 44,2% | 8.070 | 1.640 | 8.775 | Chưa đủ chứng từ | HS9517 | 23,3%",0.7692307692307693,1,True,False,Tài sản,1032.0,"Tài sản | 172 | 1.032 | 329 | 31,9% | 694 | 7.317 | 8.142 | Chưa đủ chứng từ | Đã kiểm tra",0.5384615384615384,3,False,507.0,0.49127906976744184,14
B-train-01069-q02,argmax,Lâm Đồng,36.4,"5.169 | 3.017 | 24.558 | 83,2% | 3.033 | 36,4% | kWh | 4.294 | 3.800",0.5,1,True,False,Đà Lạt,27.2,"Đà Lạt | 18.537 | 3.359 | 43.792 | 81,2% | 6.923 | 27,2% | lượt | 918 | 3.286",1.0,3,False,9.2,0.338235294117647,13
B-train-01069-q03,argmax,Lâm Đồng,8923.0,"9.400 | 9.100 | 330 | 8,3% | 8.923 | 511 | 13/12/2026 | Đã kiểm tra",0.5555555555555556,1,True,False,Đà Nẵng 01,8711.0,"Đà Nẵng 01 | 4.580 | 6.050 | 290 | 12,7% | 8.711 | 8.029 | 19/05/2026 | Điều chỉnh kỳ sau",0.2222222222222222,2,False,212.0,0.02433704511537137,10
B-train-01071-q08,argmin,Hải Phòng,696.0,"Hải Phòng | 232 | 696 | Tăng nhẹ | 5.667 | HS3519 | 10,0% | hồ sơ | B",0.1,3,False,False,Cần Thơ,714.0,"Cần Thơ | Rau màu | 102 | 714 | Theo dõi sâu bệnh | 9.441 | 7.217 | HS4215 | 31,5% | hồ sơ | B",0.5,1,False,18.0,0.025210084033613446,11
B-train-01075-q09,argmin,Hành chính,781.0,"Hành chính | 43 | 0 | +4 | 6.076 | 3.495 | 3,0% | 781 | 23/10/2026 | Cần rà soát",0.9090909090909091,2,True,True,Kế toán,1468.0,"Kế toán | 27 | 22 | 5 | -5 Đã đối chiếu | 5.339 | 1.694 | 11,9% | 1.468 | 20/12/2026 | B",0.6363636363636364,1,False,687.0,0.46798365122615804,12
B-train-01078-q02,argmin,Lâm Đồng,4.7,"18.207 | 2.018 | 121.350 | 92,4% | 6.564 | 4,7% | 9.193 | 7.163",0.7,1,True,False,Nha Trang,10.1,"Nha Trang | 4.332 | 2.519 | 41.106 | 63,9% | B | lượt | 9.075 | 10,1% | 1.547 | 4.967",0.8,2,False,5.3999999999999995,0.5346534653465346,11
B-train-01083-q09,argmin,Mắt,1152.0,"Mắt | 103 Đã đối chiếu | 13 | 5 | 61 phút | 1.152 | 37,5% | Đã đối chiếu | Cần rà soát",0.05,4,False,False,Tai Mũi Họng,1283.0,"Tai Mũi Họng | 285 | 27 | 8 | 60 phút | 1.283 | 8,4% | Điều chỉnh kỳ sau | A Đã đối chiếu",0.7,3,False,131.0,0.10210444271239283,21
B-train-01092-q09,argmin,Đà Nẵng,1.1,"Công ty Đông Á | 1.950 | 1.750 | Đã duyệt | 1,1% | kWh | 8.289 | HS7698 | Đã đối chiếu | 26/01/2026",0.5,1,True,False,GT77,6.5,"GT77 | Hợp tác xã Thành Công | 2.020 | Đã duyệt | 9.440 | 6,5% | triệu đồng | 1.381 | HS8399 | 10/08/2026",1.0,1,False,5.4,0.8307692307692308,13
B-train-01094-q05,argmin,Cần Thơ,2202.0,Cần Thơ | 49 | 294 | Đạt kế hoạch | HS8570 | 05/07/2026 | kWh | 2.097 | 8.334 | 4.279 | 2.202,0.9047619047619048,3,True,False,Lâm Đồng,2261.0,Lâm Đồng | Rau màu | 813 | 5.691 | HS7775 | 28/01/2026 | hồ sơ | 3.028 | 4.183 | 1.324 | 2.261,0.9523809523809523,3,False,59.0,0.026094648385670056,22
B-train-01098-q01,argmax,Lâm Đồng,9611.0,Xoài | 264 Đã đối chiếu | 2.112 | Đạt kế hoạch | 6.221 | 3.626 | hồ sơ | HS0578 | 9.611 | Đã kiểm tra,0.2857142857142857,3,True,False,Hà Nội,9230.0,"Hà Nội | Cà phê | 554 | 2.216 | Đạt kế hoạch | 2.879 | 6.710 | hồ sơ | HS0204 | 9.230 | Không phát sinh | 19/03/2026 | 34,6%",0.5,2,False,381.0,0.041278439869989164,15
